,ds,t,trend,seasonal_lower,seasonal_upper,trend_lower,trend_upper,yhat_lower,yhat_upper,yearly,yearly_lower,yearly_upper,seasonal,yhat
84,2013-08-11,0.2809364548494983,120.13546133945813,62.22252840083431,62.22252840083431,120.13546133945813,120.13546133945813,150.6190591494866,212.62092979081766,62.22252840083431,62.22252840083431,62.22252840083431,62.22252840083431,182.35798974029245
85,2013-08-18,0.2842809364548495,119.4901007753077,49.44672137420606,49.44672137420606,119.4901007753077,119.4901007753077,139.8455850380848,199.33908633624665,49.44672137420606,49.44672137420606,49.44672137420606,49.44672137420606,168.93682214951374
86,2013-08-25,0.28762541806020064,118.84474021115723,28.172679492093156,28.172679492093156,118.84474021115723,118.84474021115723,114.9630627427168,179.3593031962853,28.172679492093156,28.172679492093156,28.172679492093156,28.172679492093156,147.0174197032504
87,2013-09-01,0.2909698996655518,118.19937738681972,2.6848399138525845,2.6848399138525845,118.19937738681972,118.19937738681972,91.09697043561145,150.72584233055443,2.6848399138525845,2.6848399138525845,2.6848399138525845,2.6848399138525845,120.8842173006723
88,2013-09-08,0.29431438127090304,117.55401456248221,-21.059866708964933,-21.059866708964933,117.55401456248221,117.55401456248221,63.59351297411456,124.7238591032455,-21.059866708964933,-21.059866708964933,-21.059866708964933,-21.059866708964933,96.49414785351728
89,2013-09-15,0.2976588628762542,116.9086517381447,-38.98542806309848,-38.98542806309848,116.9086517381447,116.9086517381447,48.909653344537766,109.25583039828287,-38.98542806309848,-38.98542806309848,-38.98542806309848,-38.98542806309848,77.92322367504622
90,2013-09-22,0.3010033444816054,116.2632889138072,-50.64324367172622,-50.64324367172622,116.2632889138072,116.2632889138072,34.06873464264669,95.85552586740725,-50.64324367172622,-50.64324367172622,-50.64324367172622,-50.64324367172622,65.62004524208098
91,2013-09-29,0.30434782608695654,115.61792608946969,-58.03751562791848,-58.03751562791848,115.61792608946969,115.61792608946969,26.983464030860187,87.98982968954063,-58.03751562791848,-58.03751562791848,-58.03751562791848,-58.03751562791848,57.58041046155121
92,2013-10-06,0.3076923076923077,114.97256326513218,-63.124884328507285,-63.124884328507285,114.97256326513218,114.97256326513218,21.96951033294779,84.23362725328641,-63.124884328507285,-63.124884328507285,-63.124884328507285,-63.124884328507285,51.847678936624895
93,2013-10-13,0.3110367892976589,114.32720044079467,-66.4540237406239,-66.4540237406239,114.32720044079467,114.32720044079467,17.648262313595897,80.05523059659049,-66.4540237406239,-66.4540237406239,-66.4540237406239,-66.4540237406239,47.873176700170774
94,2013-10-20,0.31438127090301005,113.68183761645717,-67.76333746212109,-67.76333746212109,113.68183761645717,113.68183761645717,16.777741105775014,76.0973069325503,-67.76333746212109,-67.76333746212109,-67.76333746212109,-67.76333746212109,45.91850015433609
95,2013-10-27,0.3177257525083612,113.03647479211966,-67.22934398487686,-67.22934398487686,113.03647479211966,113.03647479211966,16.662606493492127,76.237717623765,-67.22934398487686,-67.22934398487686,-67.22934398487686,-67.22934398487686,45.8071308072428
